NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
25,1,3,4,1000000,5.354630,4.194631,5.243289,29.362416,35.654362
26,1,3,4,1000000,5.569388,4.194631,5.243289,37.751678,43.344519
27,1,3,4,1000000,6.202716,4.194631,8.389262,34.955257,54.530201
28,1,3,4,1000000,5.942615,4.194631,6.991051,33.557047,39.848993
29,1,3,4,1000000,6.163032,4.194631,8.389262,37.751678,46.140940
30,1,3,4,1000000,4.977613,4.194631,5.243289,29.362416,33.557047
31,1,3,4,1000000,5.672474,4.194631,5.243289,29.362416,39.848993
32,1,3,4,1000000,5.065770,4.194631,5.243289,27.265101,32.158837
33,1,3,4,1000000,5.519368,4.194631,5.243289,30.411074,40.548098
34,1,3,4,1000000,5.978256,4.194631,8.389262,32.158837,37.751678
35,0,3,4,1000000,6.638813,4.194631,6.291946,52.432886,63.758389
36,0,3,4,1000000,7.184851,4.194631,6.291946,68.512304,109.060403
37,0,3,4,1000000,5.964598,4.194631,5.243289,46.140940,79.697987
38,0,3,4,1000000,6.198089,4.194631,5.243289,67.114094,71.308725
39,0,3,4,1000000,5.878480,4.194631,6.991051,46.140940,62.919463
40,0,3,4,1000000,6.976244,4.194631,6.291946,65.016779,109.060403
41,0,3,4,1000000,6.526458,4.194631,8.389262,50.335570,67.114094
42,0,3,4,1000000,6.540272,4.194631,8.389262,56.627517,75.503356
43,0,3,4,1000000,5.966079,4.194631,5.243289,35.654362,60.822148
44,0,3,4,1000000,5.814824,4.194631,5.243289,36.353468,57.326622
