NO,compactor,node_id,thread,ops per thread,throughput,bandwith,insert avg,insert lat P50,insert P90,insert P99,dis cost,comp avg,comp p50,comp p90,comp p99,comp speed1,comp speed2,comp speed3,comp speed4
1,0,0,32,1000000,728037,291.6,9469,1903,3066,5546,0,1250,824,3533,4305,247,716,848,461
2,0,0,32,1000000,775619,310.7,13749,1892,3044,6496,0,1524,1211,3709,3993,348,452,623,346
3,0,0,32,1000000,776178,310.9,9678,1884,3024,5250,0,1393,1171,3548,3848,336,400,714,293
4,1,0,32,1000000,513560,205.7,4574,1891,3020,5161,0,1934,1384,3158,16797,1291,1134,642,374
5,1,0,32,1000000,452939,181.4,3737,1879,3018,5202,0,2136,1491,3255,16320,1202,1174,731,498
6,1,0,32,1000000,468597,187.7,6562,1876,3009,5161,0,2248,1555,3732,17418,1235,1175,429,431
