compactor,node_id,thread,ops per thread,throughput,bandwith,CN util avg,CN P50,CN P90,CN P99,MN util avg,MN P50,MN P90,MN P99,insert lat P50,insert P90,insert P99,insert P999
0,1,8,3000000,1386840,555.5,4.400419,0.838926,14.821029,24.748322,0.337460,0.279642,0.838926,1.644982,1382,2242,3641,6858
0,1,8,3000000,1388406,556.2,4.643206,0.838926,16.219239,24.748322,0.264815,0.104866,0.819821,1.607941,1454,2406,4077,8149
0,1,8,3000000,1436035,575.2,3.691980,0.838926,13.003356,23.070470,0.313084,0.279642,0.838926,1.628504,1346,2191,3836,8006
