NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
24,2,3,4,3000000,5.752854,2.918004,16.535356,28.207373,33.557047
25,2,3,4,3000000,4.868686,2.918004,14.590020,23.344033,27.721039
27,2,3,4,3000000,5.844076,2.918004,17.508025,29.180041,50.335570
28,2,3,4,3000000,5.146878,2.918004,16.535356,30.152709,39.393055
30,2,3,4,3000000,6.365434,2.918004,17.508025,46.688065,72.950102
31,2,3,4,3000000,6.103375,2.918004,19.258827,32.827546,35.745550
32,2,3,4,3000000,5.023539,2.918004,14.590020,29.180041,32.098045
34,2,3,4,3000000,5.110058,2.918004,6.808676,37.934053,77.327108
35,2,3,4,3000000,7.754718,2.918004,22.614532,74.409104,75.868106
36,2,3,4,3000000,6.784382,2.918004,20.426029,45.715397,51.065071
37,2,3,4,3000000,5.643465,2.918004,13.131018,37.934053,51.065071
38,2,3,4,3000000,5.797733,2.918004,16.778523,48.876568,53.496742
39,2,3,4,3000000,6.931580,2.918004,18.967027,43.770061,56.171579
40,2,3,4,3000000,7.203101,2.918004,20.426029,56.414746,78.786110
