compactor,node_id,thread,ops per thread,throughput,bandwith,CN util avg,CN P50,CN P90,CN P99,MN util avg,MN P50,MN P90,MN P99,insert lat P50,insert P90,insert P99,insert P999
1,1,8,3000000,1991493,777.6,2.896546,0.838926,9.647651,13.632551,13.749315,13.143177,25.167785,34.186241,1276,2042,3668,6469
1,1,8,3000000,1812420,726.0,3.117757,0.838926,9.717561,13.842282,11.428566,11.003915,22.441275,29.781879,1420,2356,3919,7242
1,1,8,3000000,1660574,757.2,2.889248,0.838926,9.647651,13.842282,12.712422,12.444071,23.070470,34.186241,1294,2064,3790,7076
