compactor,node_id,thread,ops per thread,throughput,bandwith,CN util avg,CN P50,CN P90,CN P99,MN util avg,MN P50,MN P90,MN P99,insert lat P50,insert P90,insert P99,insert P999
0,1,1,3000000,573600,229.8,1.666758,1.258389,3.355705,4.194631,0.112203,0.000000,0.419463,0.838926,939,1961,3418,5906
0,1,2,3000000,1122113,449.5,2.930801,1.048658,7.690157,14.471476,0.210185,0.000000,0.678476,1.614055,1110,1932,3558,6237
0,1,4,3000000,1034593,414.4,4.791053,1.677852,13.213088,18.456376,0.326452,0.139821,0.838926,1.602057,1494,2556,4603,9008
0,1,8,3000000,1386840,555.5,4.400419,0.838926,14.821029,24.748322,0.337460,0.279642,0.838926,1.644982,1382,2242,3641,6858
0,1,16,3000000,1022726,409.6,9.156189,1.677852,25.936801,34.395973,0.278100,0.104866,0.838926,1.618737,1712,2755,4712,9382
