NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
1,2,1,8,1000000,14.793849,8.389262,53.131991,69.910515,83.892617
2,2,1,8,1000000,14.935608,8.389262,54.530201,81.096197,88.087248
3,2,1,16,1000000,21.746692,8.389262,67.114094,100.671141,104.865772
4,2,1,16,1000000,20.557986,8.389262,65.016779,83.892617,86.689038
6,2,1,32,1000000,25.947251,8.389262,69.211409,83.892617,88.087248
7,2,1,32,1000000,26.260174,8.389262,69.211409,83.892617,117.449664
8,2,1,48,1000000,34.304097,16.778523,75.503356,86.689038,117.449664
9,2,1,48,1000000,33.073145,10.486577,75.503356,100.671141,109.060403
10,2,1,64,1000000,41.215149,46.140940,69.910515,100.671141,125.838926
12,2,1,64,1000000,38.829311,41.946309,73.406040,92.281879,125.838926
