NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
1,0,1,8,1000000,34.515820,37.751678,65.715884,81.096197,81.096197
2,0,1,8,1000000,37.062721,44.742729,58.724832,77.600671,79.697987
3,0,1,16,1000000,27.168940,8.389262,71.308725,81.096197,88.087248
4,0,1,16,1000000,31.629399,31.459732,66.065436,79.697987,80.746644
5,0,1,32,1000000,15.714885,4.194631,55.578859,96.476510,104.865772
6,0,1,32,1000000,14.622025,4.194631,47.539150,71.308725,75.503356
7,0,1,48,1000000,9.274173,4.194631,20.973154,67.114094,71.308725
8,0,1,48,1000000,10.053029,4.194631,35.654362,67.114094,109.060403
9,1,1,8,1000000,28.119407,34.605705,41.946309,50.335570,51.384228
10,1,1,8,1000000,27.130987,29.362416,41.946309,71.308725,75.503356
12,1,1,16,1000000,18.019887,8.389262,41.946309,50.335570,54.530201
13,1,1,32,1000000,9.948820,4.194631,33.557047,46.140940,58.724832
14,1,1,16,1000000,18.216533,6.291946,39.848993,71.308725,75.503356
16,1,1,32,1000000,9.509965,4.194631,33.557047,46.140940,50.335570
17,1,1,48,1000000,6.868132,4.194631,6.291946,46.140940,67.114094
18,1,1,48,1000000,6.790650,4.194631,5.592841,41.946309,50.335570
