NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
1,0,3,8,1000000,10.446821,4.194631,39.848993,79.697987,109.060403
2,0,3,8,1000000,7.433768,4.194631,5.243289,72.357383,79.697987
3,0,3,16,1000000,18.204245,4.194631,66.065436,78.299776,94.379195
4,0,3,16,1000000,13.807965,4.194631,54.530201,79.697987,83.892617
5,0,3,32,1000000,28.462922,4.194631,72.706935,100.671141,121.644295
6,0,3,32,1000000,25.872268,4.194631,71.308725,109.060403,117.449664
7,0,3,48,1000000,35.367404,20.973154,77.600671,94.379195,121.644295
8,0,3,48,1000000,34.194936,12.583893,75.503356,100.671141,104.865772
9,1,3,8,1000000,7.931057,4.194631,16.778523,45.092282,50.335570
10,1,3,8,1000000,9.047458,4.194631,39.848993,47.539150,53.131991
12,1,3,16,1000000,14.631035,4.194631,62.919463,79.697987,82.494407
13,1,3,32,1000000,24.142961,5.033557,71.308725,92.281879,117.449664
14,1,3,16,1000000,17.780644,4.194631,62.919463,79.697987,83.892617
16,1,3,32,1000000,24.962237,4.194631,75.503356,100.671141,117.449664
17,1,3,48,1000000,23.633739,8.389262,69.211409,96.476510,121.644295
18,1,3,48,1000000,21.498703,6.991051,67.114094,92.281879,104.865772
