NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
1,0,0,8,1000000,1.447040,0.000000,5.033557,8.389262,8.389262
2,0,0,8,1000000,1.439113,0.000000,5.033557,8.389262,8.389262
3,0,0,16,1000000,1.187924,0.000000,3.355705,7.810692,8.389262
4,0,0,16,1000000,1.461114,0.000000,5.033557,8.094902,8.389262
5,0,0,32,1000000,0.907409,0.000000,3.355705,7.743934,11.651752
6,0,0,32,1000000,0.930789,0.000000,3.355705,6.711409,8.013288
7,0,0,48,1000000,0.956826,0.000000,3.355705,6.711409,8.389262
8,0,0,48,1000000,0.902745,0.000000,3.355705,6.711409,8.389262
9,1,0,8,1000000,38.560910,46.140940,70.469799,79.697987,83.892617
10,1,0,8,1000000,39.046462,41.946309,70.469799,83.892617,83.892617
12,1,0,16,1000000,50.018250,63.758389,70.469799,88.087248,88.087248
13,1,0,32,1000000,51.964293,63.758389,70.469799,83.892617,83.892617
14,1,0,16,1000000,49.110732,63.758389,70.469799,83.892617,88.087248
16,1,0,32,1000000,52.844207,63.758389,70.469799,83.892617,88.087248
17,1,0,48,1000000,49.103808,61.521253,70.469799,83.892617,83.892617
18,1,0,48,1000000,51.155121,63.758389,70.469799,83.892617,88.087248
