NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
29,2,5,1,3000000,13.953365,14.590020,18.967027,21.885031,21.885031
30,2,5,1,3000000,13.490292,13.131018,17.508025,29.180041,29.180041
31,2,5,2,3000000,14.232857,14.590020,19.453361,24.803035,25.532536
32,2,5,2,3000000,15.250792,16.778523,21.155530,24.803035,26.262037
33,2,5,4,3000000,22.584846,24.316701,35.016049,43.770061,45.229063
34,2,5,4,3000000,22.354300,26.262037,35.016049,39.879389,40.852057
35,2,5,8,3000000,19.095449,11.672016,37.204552,70.032098,81.704114
36,2,5,8,3000000,22.864195,14.590020,49.606069,90.458127,93.376131
37,2,5,10,3000000,21.347142,10.213014,43.770061,70.032098,81.704114
38,2,5,10,3000000,18.144288,8.754012,40.852057,70.032098,102.130143
