NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
29,2,3,1,3000000,11.579171,11.672016,20.426029,23.344033,26.262037
30,2,3,1,3000000,11.086631,11.672016,16.049022,18.480693,18.967027
31,2,3,2,3000000,12.995708,14.590020,19.696528,23.344033,25.289369
32,2,3,2,3000000,11.288576,10.213014,18.237526,21.155530,23.344033
33,2,3,4,3000000,19.611340,20.426029,32.098045,37.934053,46.688065
34,2,3,4,3000000,19.107491,17.508025,46.688065,52.524074,55.442078
35,2,3,8,3000000,14.402002,6.808676,33.557047,46.688065,51.065071
36,2,3,8,3000000,19.435021,8.754012,47.417566,68.864896,80.974613
37,2,3,10,3000000,17.533789,6.808676,41.824725,69.059430,78.786110
38,2,3,10,3000000,14.508584,6.565509,37.934053,56.901080,72.950102
