NO,compactor,thread,ops per thread,case,stage,avg,P1,P5,P10,P50,P90,P95,P99



4,2,8,1000000,3,1,40,40,40,40,40,40,40,40
4,2,8,1000000,3,2,414156,414156,414156,414156,414156,414156,414156,414156
4,2,8,1000000,3,3,34,34,34,34,34,34,34,34








12,2,8,1000000,4,1,24,24,24,24,24,24,24,24
12,2,8,1000000,4,2,1522437,1522437,1522437,1522437,1522437,1522437,1522437,1522437
12,2,8,1000000,4,3,25,25,25,25,25,25,25,25

