NO,compactor,current_node_id,thread,ops_per_thread,type,time
1,2,1,4,3000000,local,7
1,2,1,4,3000000,node 0,8
2,2,1,4,3000000,local,8
2,2,1,4,3000000,node 0,4
3,2,1,4,3000000,local,14
3,2,1,4,3000000,node 0,8
4,2,1,4,3000000,local,14
4,2,1,4,3000000,node 0,9
5,2,1,4,3000000,local,7
5,2,1,4,3000000,node 0,7
6,2,1,4,3000000,local,12
6,2,1,4,3000000,node 0,7
7,2,1,4,3000000,local,13
7,2,1,4,3000000,node 0,7
7,2,1,4,3000000,node 5,1
8,2,1,4,3000000,local,12
8,2,1,4,3000000,node 0,9
