NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
17,0,5,8,3000000,19.423267,2.918004,63.028888,79.758778,110.884155
18,0,5,8,3000000,15.306876,2.918004,55.442078,80.245112,88.999125
19,0,5,12,3000000,24.523041,3.501605,67.114094,93.376131,105.048147
20,0,5,12,3000000,22.685371,3.501605,71.004766,81.704114,96.294135
21,0,5,16,3000000,31.301941,8.754012,78.786110,96.294135,107.966151
22,0,5,16,3000000,30.967296,10.699348,72.950102,86.081121,105.048147
23,1,5,8,3000000,8.314091,2.918004,28.596440,41.824725,55.442078
24,1,5,8,3000000,10.858411,2.918004,32.098045,43.770061,55.442078
26,1,5,12,3000000,15.762770,7.295010,47.417566,64.196090,72.950102
27,1,5,12,3000000,14.769890,5.836008,45.715397,58.360082,75.868106
