NO,compactor,current_node_id,thread,ops_per_thread,type,time
1,2,1,8,1000000,local,6
1,2,1,8,1000000,node 0,2

2,2,1,8,1000000,local,12
2,2,1,8,1000000,node 0,3

3,2,1,8,1000000,local,8
3,2,1,8,1000000,node 0,3

4,2,1,8,1000000,local,10
4,2,1,8,1000000,node 0,1

5,2,1,8,1000000,local,11
5,2,1,8,1000000,node 0,1

6,2,1,8,1000000,local,10
6,2,1,8,1000000,node 0,3


8,2,1,8,1000000,local,6
8,2,1,8,1000000,node 0,2

9,2,1,8,1000000,local,10
9,2,1,8,1000000,node 0,3


