NO,compactor,node_id,thread,ops per thread,throughput,bandwith,insert avg,insert lat P50,insert P90,insert P99,dis cost,comp avg,comp p50,comp p90,comp p99,comp speed1,comp speed2,comp speed3,comp speed4
1,2,0,8,1000000,1310260,524.8,1915,1689,2782,4770,0,713,455,1716,1716,1616,1059,0,1288
2,2,0,8,1000000,1415826,567.1,1865,1622,2709,4715,0,381,329,584,857,2533,1045,2461,1056
3,2,0,8,1000000,1344687,538.6,1887,1661,2792,4827,0,490,410,925,1215,2195,1076,0,1375
4,2,0,8,1000000,1337343,535.7,2001,1712,2812,4969,0,591,499,993,1322,1937,1047,0,1007
5,2,0,8,1000000,1374532,550.6,1930,1676,2759,4714,0,527,540,881,1282,2445,873,1500,1202
6,2,0,8,1000000,1421241,569.3,1853,1614,2727,4678,0,444,416,1000,1131,2336,1090,1734,1176
8,2,0,8,1000000,1465854,587.1,1736,1525,2604,4492,0,659,438,1497,1497,1568,1025,0,1282
9,2,0,8,1000000,1379720,552.6,1870,1653,2765,4751,0,419,523,623,909,2548,1093,0,1113
