NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
32,0,0,4,3000000,1.216651,0.745712,3.579418,8.116123,8.351976
33,0,0,4,3000000,1.266265,0.894855,3.990568,7.771106,8.202834
34,0,0,4,3000000,1.120099,0.745712,3.579418,8.359826,8.477570
35,0,0,4,3000000,1.097901,0.745712,3.579418,8.442024,8.773084
36,0,0,4,3000000,1.223827,0.000000,3.579418,11.769283,12.132163
37,0,0,4,3000000,1.233631,0.894855,3.579418,7.614868,11.668202
38,1,0,4,3000000,33.181441,36.539896,67.114094,74.944072,74.944072
39,1,0,4,3000000,31.816956,34.899329,69.798658,81.655481,81.655481
41,1,0,4,3000000,34.156530,35.794183,65.324385,80.536913,81.655481
42,1,0,4,3000000,34.244124,38.478747,67.114094,78.299776,80.536913
