NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
32,0,5,4,3000000,45.691910,52.524074,77.813442,87.540123,88.999125
33,0,5,4,3000000,43.678300,44.499562,75.868106,93.376131,96.294135
34,0,5,4,3000000,49.599828,57.192880,71.977434,90.458127,90.458127
35,0,5,4,3000000,36.758393,42.311059,57.630581,72.950102,81.704114
36,0,5,4,3000000,47.728164,55.442078,78.786110,102.130143,107.966151
37,0,5,4,3000000,44.619000,45.229063,81.704114,102.130143,105.048147
38,1,5,4,3000000,28.050530,30.347242,43.770061,55.442078,58.360082
39,1,5,4,3000000,28.749919,33.848847,40.122556,52.524074,58.360082
41,1,5,4,3000000,34.820571,40.122556,49.606069,55.442078,55.442078
42,1,5,4,3000000,35.524209,39.879389,49.606069,61.278086,67.114094
