NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
1,0,1,8,1000000,14.376326,8.389262,41.946309,78.299776,109.060403
2,0,1,8,1000000,15.270593,8.389262,41.946309,92.281879,100.671141
3,0,1,16,1000000,18.724671,8.389262,62.919463,77.600671,117.449664
4,0,1,16,1000000,22.404384,8.389262,67.114094,83.892617,92.281879
5,0,1,32,1000000,29.443965,10.486577,68.791946,92.281879,117.449664
6,0,1,32,1000000,32.720447,10.486577,72.706935,86.689038,109.060403
8,0,1,48,1000000,36.435679,33.557047,75.503356,96.476510,125.838926
9,0,1,48,1000000,35.016637,33.557047,69.910515,92.281879,109.060403
11,0,1,64,1000000,41.189758,44.742729,73.406040,92.281879,125.838926
12,0,1,64,1000000,42.025853,46.140940,75.503356,100.671141,117.449664
13,1,1,8,1000000,13.926395,8.389262,16.778523,78.299776,81.096197
14,1,1,8,1000000,14.087788,8.389262,18.456376,78.299776,78.299776
15,1,1,16,1000000,20.318356,8.389262,65.016779,83.892617,86.689038
16,1,1,16,1000000,20.348804,8.389262,64.317673,92.281879,109.060403
17,1,1,32,1000000,20.529809,8.389262,65.016779,86.689038,88.087248
18,1,1,32,1000000,28.082943,8.389262,73.406040,100.671141,109.060403
19,1,1,48,1000000,25.910954,8.389262,71.308725,92.281879,100.671141
20,1,1,48,1000000,24.633105,8.389262,69.211409,96.476510,104.865772
