NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
1,0,3,8,1000000,53.806067,58.724832,83.892617,117.449664,117.449664
2,0,3,8,1000000,52.996539,58.724832,83.892617,109.060403,109.060403
3,0,3,16,1000000,38.061485,25.167785,67.114094,92.281879,100.671141
4,0,3,16,1000000,33.839646,25.167785,75.503356,83.892617,88.087248
5,0,3,32,1000000,25.531320,16.778523,61.521253,83.892617,96.476510
6,0,3,32,1000000,25.990309,16.778523,62.919463,83.892617,92.281879
8,0,3,48,1000000,22.299613,16.778523,39.149888,79.697987,117.449664
9,0,3,48,1000000,22.416883,16.778523,33.557047,88.087248,125.838926
11,0,3,64,1000000,20.900980,16.778523,25.167785,75.503356,88.087248
12,0,3,64,1000000,20.887106,16.778523,25.167785,75.503356,83.892617
13,1,3,8,1000000,52.520722,58.724832,83.892617,88.087248,92.281879
14,1,3,8,1000000,48.319589,56.627517,81.096197,83.892617,83.892617
15,1,3,16,1000000,38.274530,21.812081,67.114094,100.671141,109.060403
16,1,3,16,1000000,34.350358,33.557047,64.317673,71.308725,75.503356
17,1,3,32,1000000,23.597755,16.778523,56.627517,75.503356,88.087248
18,1,3,32,1000000,26.566181,16.778523,69.211409,92.281879,109.060403
19,1,3,48,1000000,20.241594,16.778523,25.167785,69.211409,83.892617
20,1,3,48,1000000,20.378161,16.778523,20.973154,73.406040,117.449664
