NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
1,0,0,8,1000000,1.470814,0.000000,4.194631,13.422819,13.422819
2,0,0,8,1000000,1.295769,0.000000,3.355705,12.583893,14.381111
3,0,0,16,1000000,0.953620,0.000000,3.355705,10.067114,14.953171
4,0,0,16,1000000,1.052455,0.000000,3.355705,10.067114,15.664493
5,0,0,32,1000000,0.747070,0.000000,3.355705,6.711409,13.422819
6,0,0,32,1000000,0.800868,0.000000,3.355705,8.389262,15.396846
8,0,0,48,1000000,0.696129,0.000000,3.355705,6.711409,12.583893
9,0,0,48,1000000,0.657845,0.000000,3.355705,6.711409,10.067114
11,0,0,64,1000000,0.699588,0.000000,3.355705,6.711409,12.583893
12,0,0,64,1000000,0.651140,0.000000,3.355705,6.711409,10.067114
13,1,0,8,1000000,37.743084,36.912752,67.114094,83.892617,88.087248
14,1,0,8,1000000,36.937940,33.557047,70.469799,83.892617,88.087248
15,1,0,16,1000000,48.133648,60.402685,70.469799,88.087248,88.087248
16,1,0,16,1000000,47.786542,60.402685,70.469799,83.892617,88.087248
17,1,0,32,1000000,48.731920,58.724832,70.469799,83.892617,83.892617
18,1,0,32,1000000,47.955694,53.131991,70.469799,83.892617,83.892617
19,1,0,48,1000000,47.422958,53.691275,70.469799,83.892617,88.087248
20,1,0,48,1000000,48.229450,57.046980,70.469799,83.892617,88.087248
