NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
60,0,3,4,3000000,7.427934,2.918004,20.426029,63.466589,81.704114
61,0,3,4,3000000,6.942406,2.918004,22.371365,49.606069,60.548585
62,0,3,8,3000000,12.578399,2.918004,47.417566,67.114094,72.950102
63,0,3,8,3000000,14.733861,2.918004,51.065071,90.458127,105.048147
65,0,3,12,3000000,22.727026,2.918004,67.114094,80.245112,102.130143
66,0,3,12,3000000,23.269776,3.501605,65.655092,83.163116,94.835133
67,1,3,4,3000000,4.851340,2.918004,14.590020,21.885031,29.180041
69,1,3,4,3000000,5.273965,2.918004,16.778523,23.344033,28.450540
70,1,3,8,3000000,9.266659,3.501605,29.180041,37.934053,45.715397
71,1,3,8,3000000,9.155560,2.918004,29.180041,40.122556,52.524074
73,2,3,4,3000000,7.847711,2.918004,23.927633,55.442078,64.196090
74,2,3,4,3000000,7.260624,2.918004,21.885031,64.196090,77.813442
76,2,3,8,3000000,15.861196,2.918004,56.901080,77.813442,81.704114
77,2,3,8,3000000,15.701447,2.918004,51.065071,76.840774,99.212139
78,2,3,12,3000000,19.172516,8.754012,53.253575,81.704114,105.048147
79,2,3,12,3000000,19.810509,8.024511,56.901080,80.245112,107.966151
