compactor,node_id,thread,ops per thread,throughput,bandwith,insert avg,insert lat P50,insert P90,insert P99,dis cost,comp avg,comp p50,comp p90,comp p99,comp speed1,comp speed2,comp speed3,comp speed4
0,1,4,3000000,1740860,697,1412,1240,2072,3582,0,604,588,960,1320,1916,1032,0,1148
0,1,8,3000000,1647775,660,2241,1408,2224,3850,0,874,438,1952,2329,965,964,1904,1064
0,1,12,3000000,1242756,498,3168,1712,2748,4720,0,892,826,1884,2432,774,1054,946,532
1,0,12,3000000,573670,230,4201,1767,2824,5665,0,1637,317,4373,14518,2942,1084,1803,611
1,1,4,3000000,1608626,644,1464,1309,2176,3558,0,284,253,480,718,4246,1090,3028,1200
1,1,8,3000000,762298,305,1708,1616,2636,4597,0,1164,268,4390,9839,3794,908,2252,847
2,1,4,3000000,1473350,590,1578,1394,2352,3746,0,779,760,1326,1376,1448,854,2234,943
2,1,8,3000000,1298747,520,2260,1706,2782,4790,0,1116,1120,2172,2421,668,779,1536,696
2,1,12,3000000,604850,242,3074,1774,2814,4828,0,2536,1541,7183,13160,831,849,403,398
