NO,compactor,node_id,thread,ops per thread,throughput,bandwith,insert avg,insert lat P50,insert P90,insert P99,dis cost,comp avg,comp p50,comp p90,comp p99,comp speed1,comp speed2,comp speed3,comp speed4
9,2,2,8,3000000,1494103,598.5,1990,1624,2632,4583,19,578,360,1525,2175,3181,548,1288,832
11,2,2,8,3000000,1549700,620.7,1932,1610,2606,4873,17,649,528,1428,2852,3367,297,1131,624
12,2,2,12,3000000,919018,368.1,1955,1802,2824,4742,14,1111,634,2884,5412,2374,578,935,605
13,2,2,12,3000000,1047219,419.5,2374,1758,2826,5288,15,758,402,1612,4505,3068,948,1209,755
14,2,2,16,3000000,864901,346.4,1907,1804,2827,4673,13,1285,685,3762,5788,1884,909,939,591
15,2,2,16,3000000,750011,300.4,3125,1814,2850,5230,15,1333,646,4395,6273,1760,979,746,725
16,2,2,16,3000000,848151,339.7,1426,1762,2783,4759,13,1321,634,3829,4763,1266,724,757,510
