NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
9,0,0,4,3000000,1.113121,0.838926,3.355705,8.019147,8.118640
10,0,0,4,3000000,1.132248,0.000000,3.355705,8.036442,12.001305
11,0,0,4,3000000,1.239261,0.838926,3.495526,7.928313,7.985932
12,0,0,4,3000000,1.196101,0.838926,3.387971,8.925784,9.628585
13,0,0,4,3000000,1.075089,0.000000,3.355705,7.875633,8.147264
14,0,0,4,3000000,1.092326,0.699105,3.355705,7.704424,8.193512
15,0,0,4,3000000,1.265688,0.838926,3.495526,7.690157,8.241216
16,0,0,4,3000000,1.181843,0.838926,3.355705,7.426560,8.221477
17,1,0,4,3000000,26.840303,20.274049,62.919463,81.795302,81.795302
18,1,0,4,3000000,29.647663,15.939597,65.016779,77.600671,80.746644
19,1,0,4,3000000,28.659978,23.489933,64.597315,69.630872,75.503356
20,1,0,4,3000000,30.215724,24.468680,65.436242,70.260067,75.503356
21,1,0,4,3000000,25.429336,14.261745,63.758389,80.746644,80.746644
22,1,0,4,3000000,31.348140,29.362416,64.597315,78.649329,80.746644
24,1,0,4,3000000,24.951049,12.583893,62.080537,80.746644,80.746644
25,1,0,4,3000000,31.852512,34.955257,64.597315,70.927395,78.649329
