NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
9,0,1,4,3000000,13.811712,4.194631,58.724832,79.697987,100.671141
10,0,1,4,3000000,8.886518,4.194631,27.265101,71.308725,96.476510
11,0,1,4,3000000,11.796589,4.194631,46.140940,77.600671,82.494407
12,0,1,4,3000000,10.364900,4.194631,34.955257,69.910515,75.503356
13,0,1,4,3000000,12.216894,4.194631,46.140940,81.795302,104.865772
14,0,1,4,3000000,9.870324,4.194631,29.362416,74.105145,94.379195
15,0,1,4,3000000,13.369829,4.194631,54.530201,79.697987,81.096197
16,0,1,4,3000000,12.445540,4.194631,51.174497,81.096197,104.865772
17,1,1,4,3000000,6.674357,4.194631,6.291946,52.432886,62.919463
18,1,1,4,3000000,6.908880,4.194631,22.021812,41.946309,46.140940
19,1,1,4,3000000,7.279519,4.194631,20.973154,33.557047,37.751678
20,1,1,4,3000000,7.359791,4.194631,20.973154,46.140940,50.335570
21,1,1,4,3000000,7.101207,4.194631,19.924497,46.140940,54.530201
22,1,1,4,3000000,6.916299,4.194631,18.875839,33.557047,37.751678
24,1,1,4,3000000,6.940336,4.194631,20.973154,35.654362,46.140940
25,1,1,4,3000000,7.213811,4.194631,20.973154,33.557047,46.140940
