compactor,node_id,thread,ops per thread,throughput,bandwith,insert avg,insert lat P50,insert P90,insert P99,comp avg,comp p50,comp p90
2,1,1,3000000,797640,320,912,1728,3318,688029165,291,717,717
2,1,2,3000000,869803,348,1468,2511,4164,603896219,305,934,1203
2,1,4,3000000,1524288,611,1316,2144,3556,638506461,835,1643,1669
2,1,8,3000000,1446154,579,1626,2678,4248,703793627,865,2198,2489
2,1,12,3000000,636082,255,1688,2797,4488,34659608,840,2203,11923
