NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
24,2,5,4,3000000,16.600980,14.590020,26.262037,40.852057,46.688065
25,2,5,4,3000000,25.979816,29.180041,37.204552,42.311059,45.229063
27,2,5,4,3000000,30.109921,31.125377,48.147067,56.609279,60.110884
28,2,5,4,3000000,34.821173,40.268456,51.794573,57.387414,58.360082
30,2,5,4,3000000,37.973151,43.040560,53.496742,58.360082,59.089583
31,2,5,4,3000000,44.171287,54.469410,67.114094,81.704114,90.458127
32,2,5,4,3000000,39.585489,52.524074,57.387414,59.819084,61.278086
34,2,5,4,3000000,43.107519,49.606069,63.223422,87.540123,107.966151
35,2,5,4,3000000,49.245495,55.442078,78.786110,107.966151,110.884155
36,2,5,4,3000000,41.121061,43.770061,67.114094,81.704114,102.130143
37,2,5,4,3000000,37.786584,45.715397,58.360082,64.196090,67.114094
38,2,5,4,3000000,38.344701,40.852057,78.786110,84.622118,96.294135
39,2,5,4,3000000,33.729409,34.286548,55.442078,75.868106,78.786110
40,2,5,4,3000000,29.534192,26.262037,59.089583,93.376131,93.376131
