NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
1,0,0,1,3000000,0.293061,0.000000,0.958773,2.876318,2.876318
2,0,0,1,3000000,0.310204,0.000000,0.958773,2.876318,4.616806
3,0,0,1,3000000,0.347673,0.000000,0.958773,2.876318,3.002750
4,0,0,1,3000000,0.373805,0.000000,1.198466,2.876318,4.613827
5,0,0,2,3000000,0.568933,0.000000,1.917546,4.793864,5.992330
6,0,0,2,3000000,0.761679,0.000000,2.396932,8.509108,9.587728
7,0,0,4,3000000,0.981945,0.000000,3.195909,4.793864,5.752637
8,0,0,4,3000000,0.876754,0.000000,2.876318,4.793864,7.716952
9,0,0,8,3000000,0.906167,0.000000,2.876318,4.793864,4.793864
10,0,0,8,3000000,0.913774,0.000000,3.835091,5.006924,5.992330
11,0,0,12,3000000,0.342764,0.000000,1.198466,3.835091,4.793864
12,0,0,12,3000000,0.391629,0.000000,1.198466,3.835091,4.793864
13,0,0,12,3000000,0.955528,0.000000,3.835091,4.793864,5.273250
14,0,0,12,3000000,0.864652,0.000000,2.876318,4.793864,8.890438
15,1,0,1,3000000,5.047016,7.190796,10.786194,13.183126,13.183126
16,1,0,1,3000000,5.073151,7.190796,10.786194,13.183126,14.381592
17,1,0,2,3000000,12.111276,8.788750,39.309684,60.402685,64.237776
18,1,0,2,3000000,11.293597,8.788750,32.598274,65.196548,71.907958
19,1,0,4,3000000,25.498132,14.381592,61.361457,73.106424,75.503356
20,1,0,4,3000000,21.902919,16.778523,52.732502,70.709492,81.495686
21,1,0,8,3000000,26.822512,23.969319,58.485139,69.031640,80.297220
22,1,0,8,3000000,32.083750,31.639501,65.196548,74.304890,80.297220
23,1,0,12,3000000,29.359535,27.804410,60.402685,79.098754,82.694151
24,1,0,12,3000000,30.502411,27.564717,64.237776,75.503356,81.495686
25,2,0,1,3000000,2.938186,0.958773,7.989773,11.505273,13.183126
26,2,0,1,3000000,0.349966,0.000000,0.958773,2.876318,4.284237
27,2,0,1,3000000,0.424684,0.000000,1.198466,3.835091,4.587608
28,2,0,2,3000000,0.672227,0.000000,1.917546,3.926512,4.793864
29,2,0,2,3000000,0.876718,0.000000,2.876318,4.793864,8.807331
30,2,0,4,3000000,0.956542,0.798977,2.876318,6.232023,7.350591
31,2,0,4,3000000,0.962195,0.000000,2.876318,6.731809,8.902890
32,2,0,8,3000000,1.009722,0.798977,2.876318,8.218052,8.669754
33,2,0,8,3000000,0.956185,0.000000,2.876318,4.793864,10.910173
34,2,0,12,3000000,1.332586,0.958773,4.656896,4.928902,11.625120
35,2,0,12,3000000,1.278337,0.958773,4.670944,4.827623,8.695846
