NO,compactor,current_node_id,thread,ops_per_thread,type,time
9,2,3,4,3000000,local,14
9,2,3,4,3000000,node 0,8
11,2,3,4,3000000,local,4
11,2,3,4,3000000,node 0,6
11,2,3,4,3000000,node 5,1
12,2,3,4,3000000,local,10
12,2,3,4,3000000,node 0,10
13,2,3,4,3000000,local,4
13,2,3,4,3000000,node 0,4
14,2,3,4,3000000,local,9
14,2,3,4,3000000,node 0,5
15,2,3,4,3000000,local,8
15,2,3,4,3000000,node 0,9
16,2,3,4,3000000,local,13
16,2,3,4,3000000,node 0,10
