NO,compactor,node_id,thread,ops per thread,throughput,bandwith,insert avg,insert lat P50,insert P90,insert P99,dis cost,comp avg,comp p50,comp p90,comp p99,comp speed1,comp speed2,comp speed3,comp speed4
1,2,1,8,1000000,1372946,549.9,1990,1711,2777,4750,0,648,603,1278,1278,2163,964,0,0
2,2,1,8,1000000,1351573,541.4,1910,1711,2783,4751,0,404,421,525,745,2583,1075,2062,1036
3,2,1,8,1000000,1398944,560.3,1990,1740,2843,4800,0,552,635,1192,1192,2100,988,0,1278
6,2,1,8,1000000,1425446,571.0,1945,1710,2854,5123,0,405,394,671,771,2238,1010,0,1155
7,2,1,8,1000000,1403118,562.0,1960,1717,2759,4659,0,459,334,775,981,2374,1030,1658,1266
8,2,1,8,1000000,1416722,567.5,1870,1678,2725,4713,0,455,577,692,739,2407,1056,0,1133
10,2,1,8,1000000,1492515,597.8,1839,1603,2673,4633,0,707,841,1373,1373,1598,1031,0,0
13,2,1,8,1000000,1377886,551.9,1917,1699,2777,4724,0,457,283,966,1227,2605,1051,0,1379
