NO,compactor,current_node_id,thread,ops_per_thread,type,time
1,2,3,8,1000000,local,9
1,2,3,8,1000000,node 0,1

2,2,3,8,1000000,local,10
2,2,3,8,1000000,node 0,5

3,2,3,8,1000000,local,9
3,2,3,8,1000000,node 0,1



6,2,3,8,1000000,local,10
6,2,3,8,1000000,node 0,4

7,2,3,8,1000000,local,10
7,2,3,8,1000000,node 0,2

8,2,3,8,1000000,local,9
8,2,3,8,1000000,node 0,4


10,2,3,8,1000000,local,6
10,2,3,8,1000000,node 0,2



13,2,3,8,1000000,local,9
13,2,3,8,1000000,node 0,3

