NO,compactor,thread,ops per thread,case,stage,avg,P1,P5,P10,P50,P90,P95,P99


3,2,8,1000000,4,1,23550,37,37,37,17926,52688,52688,52688
3,2,8,1000000,4,2,8707,1957,1957,1957,11666,12499,12499,12499
3,2,8,1000000,4,3,405596,149039,149039,149039,487371,580378,580378,580378
3,2,8,1000000,4,4,24211,17909,17909,17909,24358,30368,30368,30368
3,2,8,1000000,4,5,40,34,34,34,34,52,52,52




7,2,8,1000000,4,1,49,49,49,49,49,49,49,49
7,2,8,1000000,4,2,1304,1304,1304,1304,1304,1304,1304,1304







