NO,compactor,node_id,thread,ops per thread,throughput,bandwith,insert avg,insert lat P50,insert P90,insert P99,dis cost,comp avg,comp p50,comp p90,comp p99,comp speed1,comp speed2,comp speed3,comp speed4
27,2,2,4,3000000,1274786,510.6,1761,1620,2512,4080,21,337,295,624,1049,3551,791,3448,928
29,2,2,4,3000000,2105281,843.3,1285,1161,1724,3192,23,474,394,718,1355,3811,537,1659,696
30,2,2,8,3000000,944890,378.5,3087,1774,2776,5623,19,860,333,2381,5263,2911,652,1826,670
31,2,2,8,3000000,916152,367.0,3149,1762,2828,5258,17,880,392,2182,5232,3032,678,1663,895
33,2,2,12,3000000,681270,272.9,2515,1761,2688,4499,15,1477,752,3751,10103,3124,745,712,764
34,2,2,12,3000000,695551,278.6,2064,1763,2709,4488,15,1585,1185,3492,10884,3015,808,821,528
36,2,2,16,3000000,566269,226.8,1545,1788,2753,4351,15,1739,857,4500,9231,1883,817,952,769
37,2,2,16,3000000,673114,269.6,2771,1805,2734,4247,14,1776,965,3894,7954,2260,803,781,779
