NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
32,0,3,8,3000000,23.194355,14.590020,52.524074,87.540123,93.376131
33,0,3,8,3000000,23.470214,17.508025,52.524074,78.786110,81.704114
34,0,3,12,3000000,17.306774,8.024511,46.688065,64.196090,75.868106
35,0,3,12,3000000,18.042603,7.781344,46.688065,70.032098,72.950102
36,0,3,16,3000000,13.136910,6.565509,32.827546,68.573096,77.327108
37,0,3,16,3000000,15.628225,6.808676,44.499562,63.223422,68.086762
38,1,3,8,3000000,8.239825,5.836008,17.508025,32.098045,37.934053
39,1,3,8,3000000,10.189204,5.836008,23.344033,35.016049,43.770061
41,1,3,12,3000000,7.305947,5.836008,11.672016,21.885031,27.234705
42,1,3,12,3000000,7.374618,5.836008,8.754012,23.344033,26.262037
