compactor,node_id,thread,ops per thread,throughput,bandwith,insert avg,insert lat P50,insert P90,insert P99,dis cost,comp avg,comp p50,comp p90,comp p99,comp speed1,comp speed2,comp speed3,comp speed4
0.0,2.0,8.0,3000000.0,1159134.5,464.3,3167.5,1822.5,2860.5,4606.0,0.0,1135.5,470.5,2741.0,3594.5,503.0,869.5,1662.0,966.0
0.0,2.0,12.0,3000000.0,1223629.5,490.1,3945.0,1778.0,2806.0,5022.5,0.0,745.5,459.5,1863.5,3237.0,503.0,875.5,1743.0,665.0
0.0,2.0,16.0,3000000.0,1153092.5,461.85,5914.0,1852.0,2906.5,5182.0,0.0,835.0,560.0,1999.0,2746.5,409.0,568.0,1073.5,600.5
1.0,2.0,8.0,3000000.0,901666.0,361.15,1356.0,1578.5,2581.5,4679.0,0.0,1482.0,697.0,3562.5,8906.0,2590.5,816.5,1206.0,508.0
1.0,2.0,12.0,3000000.0,616355.5,246.85,2825.5,1767.5,2799.0,5118.0,0.0,2023.0,1864.5,3905.5,9424.0,2794.0,1030.5,749.5,310.0
