NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
32,0,1,8,3000000,20.179651,17.508025,46.688065,59.819084,64.925591
33,0,1,8,3000000,20.470989,14.590020,48.876568,62.737088,63.466589
34,0,1,12,3000000,14.253661,4.377006,43.770061,60.305418,72.950102
35,0,1,12,3000000,15.647836,4.863340,42.311059,67.114094,81.704114
36,0,1,16,3000000,9.919523,2.918004,33.265247,56.171579,67.114094
37,0,1,16,3000000,12.594783,3.647505,38.906721,64.196090,78.786110
38,1,1,8,3000000,6.293133,2.918004,17.508025,29.180041,32.098045
39,1,1,8,3000000,7.919475,2.918004,21.155530,30.152709,36.475051
41,1,1,12,3000000,4.977540,2.918004,13.131018,19.453361,23.344033
42,1,1,12,3000000,4.880972,2.918004,11.672016,20.426029,23.344033
