thread,ops per thread,throughput,bandwith,CN util avg,CN P50,CN P90,CN P99,MN util avg,MN P50,MN P90,MN P99,insert lat P50,insert P90,insert P99,insert P999
1,5000000,731360,293.0,0.854344,1.048658,1.258389,1.258389,0.750955,0.803616,0.803616,0.803616,1010,1903,3236,5897
2,5000000,1156804,463.4,0.867954,1.258389,1.258389,1.258389,0.769875,0.782389,0.782389,0.782389,1115,1835,3264,6073
4,5000000,820887,328.8,0.876195,1.258389,1.258389,1.258389,0.727415,0.811187,0.811187,0.811187,1358,2466,4228,8503
8,5000000,700190,280.5,0.863417,1.258389,1.258389,1.258389,0.649668,0.649668,0.649668,0.649668,722,1218,2017,4127
16,5000000,462074,185.1,0.894875,1.290656,1.290656,1.290656,0.737562,0.746669,0.746669,0.746669,1922,3170,5891,11199
