compactor,node_id,thread,ops per thread,throughput,bandwith,CN util avg,CN P50,CN P90,CN P99,MN util avg,MN P50,MN P90,MN P99,insert lat P50,insert P90,insert P99,insert P999
0,0,1,3000000,635947,254.7,1.666718,1.258389,3.355705,5.243289,0.118225,0.000000,0.419463,0.838926,967,2025,3440,5777
0,0,2,3000000,1268794,508.2,2.809669,1.048658,8.389262,13.842281,0.205204,0.000000,0.657159,1.614055,1085,1776,3376,5762
0,0,4,3000000,1079470,432.4,4.565720,1.258389,12.304251,18.666107,0.322806,0.139821,0.838926,1.602057,1188,1888,3368,5999
0,0,8,3000000,1363584,546.2,4.463719,0.838926,15.240492,24.748322,0.335837,0.279642,0.838926,1.644982,1339,2126,3378,5686
0,0,16,3000000,1110734,444.9,8.464731,1.258389,24.049217,33.557047,0.272549,0.000000,0.838926,1.615689,1710,2768,4429,8510
