compactor,node_id,thread,ops per thread,throughput,bandwith,CN util avg,CN P50,CN P90,CN P99,MN util avg,MN P50,MN P90,MN P99,insert lat P50,insert P90,insert P99,insert P999
1,0,1,3000000,829122,332.1,1.150168,0.838926,2.097315,3.355705,2.097227,2.237136,3.355705,3.984900,872,1550,3136,5136
1,0,2,3000000,1325065,530.8,1.367647,0.838926,3.076063,4.194631,4.576642,2.936242,11.185682,21.182886,1036,1601,3229,5558
1,0,4,3000000,2023959,810.7,1.891746,0.838926,5.872483,9.647651,8.539326,7.620247,18.666108,24.538590,1134,1732,3138,5240
1,0,8,3000000,1195439,478.8,3.584600,0.838926,9.647651,14.052014,13.904228,13.772372,25.727069,33.766779,1572,2630,4628,9074
1,0,16,3000000,1096562,439.2,6.641989,1.258389,17.827182,21.602349,17.395995,16.359060,30.480984,40.058724,1786,2768,4680,9060
