compactor,node_id,thread,ops per thread,throughput,bandwith,CN util avg,CN P50,CN P90,CN P99,MN util avg,MN P50,MN P90,MN P99,insert lat P50,insert P90,insert P99,insert P999
0,0,8,3000000,1363584,546.2,4.463719,0.838926,15.240492,24.748322,0.335837,0.279642,0.838926,1.644982,1339,2126,3378,5686
0,0,16,3000000,1276688,511.4,8.711612,1.258389,25.587249,32.718121,0.256335,0.104866,0.818963,1.618255,1727,2792,4564,9080
0,0,32,3000000,1155774,462.9,22.000307,26.565996,48.238255,56.627517,0.287644,0.209732,0.838926,1.628504,1992,3136,5894,11250
