NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
25,1,1,4,1000000,5.045330,4.194631,5.243289,26.216443,29.362416
26,1,1,4,1000000,5.172420,4.194631,5.243289,34.605705,46.140940
27,1,1,4,1000000,5.589005,4.194631,4.194631,29.362416,39.848993
28,1,1,4,1000000,5.196413,4.194631,5.243289,33.557047,52.432886
29,1,1,4,1000000,5.102520,4.194631,4.194631,26.845638,33.557047
30,1,1,4,1000000,5.062109,4.194631,5.243289,28.313758,33.557047
31,1,1,4,1000000,4.776257,4.194631,5.243289,25.167785,29.362416
32,1,1,4,1000000,5.297038,4.194631,5.243289,23.769575,33.557047
33,1,1,4,1000000,5.210664,4.194631,5.243289,29.362416,37.751678
34,1,1,4,1000000,5.323451,4.194631,5.243289,26.006711,33.557047
35,0,1,4,1000000,5.788059,4.194631,5.243289,52.432886,65.016779
36,0,1,4,1000000,5.686128,4.194631,5.243289,34.395973,43.344519
37,0,1,4,1000000,5.588400,4.194631,5.243289,44.043624,72.706935
38,0,1,4,1000000,5.493021,4.194631,5.243289,29.362416,37.751678
39,0,1,4,1000000,5.880918,4.194631,5.243289,37.751678,55.578859
40,0,1,4,1000000,5.639424,4.194631,5.243289,40.548098,67.114094
41,0,1,4,1000000,5.535789,4.194631,5.243289,34.395973,77.600671
42,0,1,4,1000000,5.972407,4.194631,5.243289,50.335570,62.919463
43,0,1,4,1000000,6.057481,4.194631,5.243289,44.043624,104.865772
44,0,1,4,1000000,5.351092,4.194631,5.243289,33.557047,63.968121
