NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
8,0,5,1,3000000,13.192957,13.617352,17.508025,19.453361,20.426029
9,0,5,2,3000000,25.836994,20.426029,46.688065,59.819084,59.819084
10,0,5,2,3000000,25.848019,18.967027,55.442078,63.466589,64.196090
11,0,5,4,3000000,41.635723,42.797393,71.491100,87.540123,88.999125
13,0,5,4,3000000,33.269918,35.016049,56.901080,81.704114,81.704114
14,0,5,8,3000000,49.796315,52.524074,77.327108,105.048147,107.966151
15,0,5,8,3000000,47.420892,49.606069,76.840774,102.130143,110.884155
16,0,5,10,3000000,47.731304,49.606069,71.004766,79.758778,94.835133
17,0,5,10,3000000,50.289792,53.983076,78.786110,81.704114,107.966151
18,1,5,1,3000000,11.254424,10.699348,14.590020,20.426029,21.398697
20,1,5,1,3000000,9.770637,9.483513,12.401517,15.562688,20.426029
21,1,5,2,3000000,13.919828,14.590020,17.508025,26.262037,27.721039
22,1,5,2,3000000,14.566102,14.590020,20.426029,23.344033,26.262037
23,1,5,4,3000000,17.808793,17.508025,26.262037,35.016049,35.016049
24,1,5,4,3000000,18.449428,20.426029,28.450540,40.852057,43.770061
25,1,5,8,3000000,18.653401,14.590020,35.016049,43.770061,49.606069
26,1,5,8,3000000,17.458721,11.672016,33.557047,49.606069,55.442078
27,1,5,10,3000000,16.631612,8.754012,39.393055,55.442078,64.196090
