NO,compactor,thread,ops per thread,case,stage,avg,P1,P5,P10,P50,P90,P95,P99
1,2,8,1000000,4,1,32,32,32,32,32,32,32,32
1,2,8,1000000,4,2,17392,17392,17392,17392,17392,17392,17392,17392
1,2,8,1000000,4,3,538915,538915,538915,538915,538915,538915,538915,538915
1,2,8,1000000,4,4,43936,43936,43936,43936,43936,43936,43936,43936
1,2,8,1000000,4,5,29,29,29,29,29,29,29,29










































