NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
21,0,0,16,1000000,35.191835,38.461538,57.692308,76.923077,76.923077
22,0,0,16,1000000,25.463740,25.641026,38.461538,38.461538,38.461538
23,0,0,8,1000000,23.021662,19.230769,38.461538,38.461538,38.461538
24,0,0,8,1000000,26.164959,30.769231,38.461538,38.461538,38.461538
25,0,0,32,1000000,26.841463,38.461538,38.461538,76.923077,76.923077
26,0,0,32,1000000,29.520492,38.461538,38.461538,76.923077,76.923077
27,0,0,48,1000000,30.440611,38.461538,38.461538,57.692308,76.923077
28,0,0,48,1000000,30.578686,38.461538,38.461538,76.923077,76.923077
29,1,0,8,1000000,75.740714,76.923077,84.615385,96.153846,96.153846
30,1,0,8,1000000,71.052571,76.923077,84.615385,96.153846,96.153846
31,1,0,16,1000000,74.638505,76.923077,84.615385,96.153846,105.769231
32,1,0,16,1000000,75.671942,76.923077,84.615385,96.153846,105.769231
33,1,0,32,1000000,73.048288,76.923077,84.615385,105.769231,105.769231
40,1,0,32,1000000,74.207606,76.923077,84.615385,105.769231,105.769231
41,1,0,48,1000000,71.879615,76.923077,84.615385,96.153846,105.769231
42,1,0,48,1000000,70.381237,76.923077,84.615385,96.153846,105.769231
