NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
21,0,3,16,1000000,48.851180,52.777778,69.444444,97.222222,104.166667
22,0,3,16,1000000,43.906377,48.611111,59.027778,90.277778,104.166667
23,0,3,8,1000000,13.638243,6.944444,41.666667,69.444444,97.222222
24,0,3,8,1000000,13.683338,6.944444,45.138889,69.444444,97.222222
25,0,3,32,1000000,27.423133,8.333333,59.027778,79.861111,90.277778
26,0,3,32,1000000,28.161094,8.680556,60.763889,76.388889,104.166667
27,0,3,48,1000000,51.907185,54.166667,69.444444,79.861111,97.222222
28,0,3,48,1000000,50.811438,54.166667,64.814815,90.277778,97.222222
29,1,3,8,1000000,12.659449,6.944444,43.981481,55.555556,69.444444
30,1,3,8,1000000,11.685088,6.944444,31.250000,52.083333,71.759259
31,1,3,16,1000000,17.859156,6.944444,52.083333,69.444444,83.333333
32,1,3,16,1000000,17.574534,6.944444,55.555556,83.333333,90.277778
33,1,3,32,1000000,21.961625,11.574074,55.555556,69.444444,76.388889
40,1,3,32,1000000,23.294187,10.416667,60.763889,76.388889,83.333333
41,1,3,48,1000000,22.739661,13.888889,55.555556,83.333333,104.166667
42,1,3,48,1000000,21.853996,13.888889,55.555556,76.388889,86.805556
