NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
1,0,1,1,3000000,7.729664,9.151922,11.439902,14.236323,15.253203
2,0,1,1,3000000,7.703594,9.151922,12.202563,15.253203,15.253203
3,0,1,1,3000000,7.889684,8.541794,12.202563,15.253203,18.303844
4,0,1,1,3000000,7.695846,9.151922,12.202563,14.236323,16.270083
5,0,1,2,3000000,13.230704,12.202563,24.405125,57.962172,61.012813
6,0,1,2,3000000,14.512490,12.202563,33.557047,44.234289,50.335570
7,0,1,4,3000000,25.393424,21.354484,53.386211,70.164735,73.215375
8,0,1,4,3000000,27.997494,27.455766,50.844011,68.130974,77.791336
9,0,1,8,3000000,46.658053,50.335570,70.164735,97.620500,109.823063
10,0,1,8,3000000,51.183632,56.436852,73.215375,100.671141,100.671141
11,0,1,12,3000000,3.167442,3.050641,3.813301,4.067521,5.338621
12,0,1,12,3000000,3.256977,3.050641,6.101281,6.101281,9.151922
13,0,1,12,3000000,49.527650,54.911531,73.215375,109.823063,109.823063
14,0,1,12,3000000,51.502018,57.199512,76.266016,106.772422,109.823063
15,1,1,1,3000000,6.864919,7.626602,12.202563,15.253203,18.303844
16,1,1,1,3000000,6.022300,6.101281,9.151922,13.727883,16.778523
17,1,1,2,3000000,8.761423,9.914582,14.490543,16.015863,18.303844
18,1,1,2,3000000,8.808832,9.914582,12.965223,16.015863,16.015863
19,1,1,4,3000000,13.409745,15.253203,21.354484,24.405125,28.472646
20,1,1,4,3000000,10.158486,10.168802,18.303844,23.388245,36.607688
21,1,1,8,3000000,17.273399,21.354484,30.506406,36.607688,43.471629
22,1,1,8,3000000,12.228247,4.575961,30.506406,39.658328,48.810250
23,1,1,12,3000000,16.671924,3.050641,42.708969,53.386211,76.266016
24,1,1,12,3000000,16.306013,3.050641,42.708969,51.860891,57.962172
25,2,1,1,3000000,7.003644,6.863941,11.185682,13.727883,15.253203
26,2,1,1,3000000,7.843066,9.151922,12.202563,14.236323,15.253203
27,2,1,1,3000000,8.039220,9.151922,12.202563,21.354484,28.676022
28,2,1,2,3000000,11.976589,11.185682,21.354484,42.708969,51.860891
29,2,1,2,3000000,15.118701,12.202563,34.573927,49.827130,54.911531
30,2,1,4,3000000,28.681889,28.981086,52.623551,94.569860,94.569860
31,2,1,4,3000000,26.954774,22.879805,54.911531,88.468578,97.620500
32,2,1,8,3000000,36.616845,35.082367,66.351434,106.772422,112.873703
33,2,1,8,3000000,32.045195,30.506406,67.114094,80.841977,106.772422
34,2,1,12,3000000,27.156451,18.303844,62.233069,106.772422,106.772422
35,2,1,12,3000000,26.217949,9.151922,64.063453,80.841977,103.721782
