NO,compactor,current_node_id,thread,ops_per_thread,type,time
18,2,1,4,3000000,local,7
18,2,1,4,3000000,node 0,19
19,2,1,4,3000000,local,3
19,2,1,4,3000000,node 0,7
20,2,1,4,3000000,local,7
20,2,1,4,3000000,node 0,12
21,2,1,4,3000000,local,14
21,2,1,4,3000000,node 0,9
22,2,1,4,3000000,local,5
22,2,1,4,3000000,node 0,11
22,2,1,4,3000000,node 5,1
23,2,1,4,3000000,local,8
23,2,1,4,3000000,node 0,9
23,2,1,4,3000000,node 3,1
