NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
32,0,1,4,3000000,29.174867,31.125377,52.524074,64.196090,64.925591
33,0,1,4,3000000,28.636207,30.639043,50.335570,62.737088,63.466589
34,0,1,4,3000000,30.147002,33.557047,55.442078,72.950102,72.950102
35,0,1,4,3000000,28.457763,26.991538,55.442078,78.786110,81.704114
36,0,1,4,3000000,22.842941,20.426029,52.524074,59.089583,67.114094
37,0,1,4,3000000,32.274508,34.286548,56.414746,71.491100,78.786110
38,1,1,4,3000000,14.827939,16.535356,23.344033,29.180041,32.098045
39,1,1,4,3000000,17.243878,18.967027,28.207373,35.016049,36.475051
41,1,1,4,3000000,11.758711,13.131018,18.480693,23.344033,26.262037
42,1,1,4,3000000,10.729870,11.672016,16.778523,18.967027,23.344033
