NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
32,0,5,4,3000000,46.762789,52.524074,75.868106,87.540123,88.999125
33,0,5,4,3000000,41.431406,41.581558,71.977434,83.163116,86.081121
34,0,5,4,3000000,50.370736,57.387414,72.950102,90.458127,90.458127
35,0,5,4,3000000,36.440382,40.852057,57.630581,72.950102,81.704114
36,0,5,4,3000000,44.718896,55.442078,73.922770,102.130143,102.130143
37,0,5,4,3000000,43.936132,45.229063,81.704114,102.130143,105.048147
38,1,5,4,3000000,26.841816,29.180041,43.770061,55.442078,58.360082
39,1,5,4,3000000,28.638674,33.557047,40.122556,52.524074,58.360082
41,1,5,4,3000000,34.379966,41.581558,49.606069,51.794573,51.794573
42,1,5,4,3000000,33.980325,38.906721,49.606069,64.196090,67.114094
