NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
60,0,3,4,3000000,30.204320,29.180041,56.901080,75.868106,81.704114
61,0,3,4,3000000,31.745242,33.265247,58.360082,72.950102,72.950102
62,0,3,8,3000000,38.283614,35.599650,68.086762,107.966151,107.966151
63,0,3,8,3000000,45.293587,52.524074,67.843595,99.212139,105.048147
65,0,3,12,3000000,52.148981,51.551406,81.704114,105.048147,105.048147
66,0,3,12,3000000,47.952296,50.578737,75.868106,88.999125,99.212139
67,1,3,4,3000000,17.538506,18.967027,26.262037,35.016049,37.934053
69,1,3,4,3000000,15.402692,16.778523,23.344033,32.098045,35.016049
70,1,3,8,3000000,19.551838,22.760432,37.934053,46.688065,49.606069
71,1,3,8,3000000,19.654857,24.803035,35.016049,49.606069,52.524074
72,1,3,12,3000000,17.312460,7.295010,42.797393,67.114094,72.950102
73,2,3,4,3000000,24.436835,22.614532,48.876568,61.278086,64.196090
74,2,3,4,3000000,29.634253,25.289369,62.737088,76.840774,77.813442
76,2,3,8,3000000,40.578575,39.393055,72.950102,99.212139,107.966151
77,2,3,8,3000000,39.993877,37.934053,70.032098,87.540123,93.376131
78,2,3,12,3000000,27.567687,18.480693,58.360082,78.786110,105.048147
79,2,3,12,3000000,29.378463,20.426029,62.737088,86.081121,110.884155
