NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
17,0,1,8,3000000,19.886938,10.942515,50.578737,69.059430,70.032098
18,0,1,8,3000000,20.341404,14.590020,46.688065,61.278086,62.737088
19,0,1,12,3000000,15.792870,5.836008,46.688065,67.114094,75.868106
20,0,1,12,3000000,18.111046,5.836008,54.712577,65.655092,67.114094
21,0,1,16,3000000,13.002453,4.377006,47.660733,68.086762,81.704114
22,0,1,16,3000000,10.758314,4.377006,30.152709,60.305418,70.032098
23,1,1,8,3000000,5.784771,3.647505,16.535356,21.398697,27.721039
24,1,1,8,3000000,5.800193,2.918004,15.319521,29.180041,40.852057
26,1,1,12,3000000,4.659080,2.918004,5.836008,23.344033,29.180041
27,1,1,12,3000000,4.660359,2.918004,8.754012,23.344033,27.721039
