NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
17,0,1,4,3000000,7.200148,2.918004,20.426029,67.114094,93.376131
18,0,1,4,3000000,7.693350,2.918004,26.262037,62.737088,81.704114
19,0,1,4,3000000,8.250816,2.918004,24.316701,72.950102,73.922770
20,0,1,4,3000000,8.403869,2.918004,30.639043,55.442078,67.114094
21,0,1,4,3000000,7.741143,2.918004,23.344033,75.868106,87.540123
22,0,1,4,3000000,7.918279,2.918004,23.344033,64.196090,72.950102
23,1,1,4,3000000,3.907994,2.918004,3.647505,20.426029,27.721039
24,1,1,4,3000000,4.662455,2.918004,11.672016,29.180041,32.098045
26,1,1,4,3000000,4.491231,2.918004,6.565509,29.180041,32.098045
27,1,1,4,3000000,4.197411,2.918004,3.890672,19.696528,21.885031
