NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
17,0,3,4,3000000,29.908823,29.180041,51.940473,64.196090,69.302597
18,0,3,4,3000000,30.080454,30.639043,55.442078,70.032098,72.950102
19,0,3,4,3000000,31.984824,29.909542,68.573096,78.786110,81.704114
20,0,3,4,3000000,37.765239,37.204552,68.086762,78.786110,102.130143
21,0,3,4,3000000,33.433667,37.934053,56.414746,63.223422,81.704114
22,0,3,4,3000000,31.465301,30.152709,55.442078,67.114094,70.032098
23,1,3,4,3000000,14.825490,14.590020,26.262037,35.016049,43.770061
24,1,3,4,3000000,16.454301,17.508025,24.803035,29.180041,29.180041
26,1,3,4,3000000,15.506376,17.508025,23.344033,35.016049,37.934053
27,1,3,4,3000000,16.604983,17.508025,23.344033,32.098045,46.688065
