NO,compactor,node_id,thread,ops per thread,throughput,bandwith,insert avg,insert lat P50,insert P90,insert P99,dis cost,comp avg,comp p50,comp p90,comp p99,comp speed1,comp speed2,comp speed3,comp speed4
38,2,2,4,3000000,1449293,580.5,1703,1269,2146,3440,16,1013,367,2661,2954,3348,1057,963,346
39,2,2,4,3000000,1241377,497.2,1816,1497,2481,3869,18,619,509,1317,2147,3655,1122,1483,271
40,2,2,8,3000000,1264013,506.3,2124,1749,2818,5363,19,771,640,1450,2124,2495,1078,943,626
41,2,2,8,3000000,1104879,442.6,3071,1786,2853,5396,14,737,408,1299,3318,2679,1037,876,743
42,2,2,12,3000000,927372,371.5,1903,1806,2795,4500,16,1139,520,2358,5138,2602,1108,986,491
43,2,2,12,3000000,991281,397.1,2492,1803,2778,4947,12,771,468,1480,5165,2724,1000,972,774
44,2,2,16,3000000,721018,288.8,4385,1757,2810,5096,12,1255,659,3517,6535,1852,1134,700,646
46,2,2,16,3000000,759304,304.1,1925,1787,2831,4835,13,1280,604,3557,5126,1662,1026,706,690
