NO,compactor,node_id,thread,ops per thread,throughput,bandwith,insert avg,insert lat P50,insert P90,insert P99,dis cost,comp avg,comp p50,comp p90,comp p99,comp speed1,comp speed2,comp speed3,comp speed4
1,0,0,8,1000000,1582762,634.0,1816,1469,2527,4612,0,539,491,1041,1041,1849,1055,0,1289
2,0,0,8,1000000,1508749,604.3,1821,1585,2663,4579,0,439,378,684,1168,2316,1018,1560,852
3,0,0,8,1000000,1383313,554.1,1964,1591,2716,4754,0,571,607,999,1147,1757,863,0,1303
4,0,0,8,1000000,1516465,607.4,1831,1592,2694,4642,0,413,470,603,651,2479,1121,1654,1017
5,0,0,8,1000000,1323420,530.1,1959,1709,2829,4819,0,399,348,613,911,2319,1039,2713,1070
6,0,0,8,1000000,1388308,556.1,1925,1685,2763,4827,0,455,519,708,1105,2371,1088,2223,1045
7,0,0,8,1000000,1459262,584.5,1873,1641,2776,4781,0,409,477,588,778,2693,1083,1983,1235
8,0,0,8,1000000,1651213,661.4,1793,1552,2606,4632,0,556,571,818,818,2307,1046,0,0
9,1,0,8,1000000,1396490,559.4,1867,1616,2738,4870,0,565,511,1043,1043,1746,1043,0,1219
10,1,0,8,1000000,1349085,540.4,1854,1644,2705,4793,0,771,944,1386,1386,1563,1002,0,0
11,1,0,8,1000000,1377065,551.6,1898,1666,2780,4809,0,661,795,1025,1025,1805,1122,0,0
12,1,0,8,1000000,1501089,601.3,1757,1581,2644,4479,0,666,769,1161,1161,1883,1025,0,0
13,1,0,8,1000000,1398619,560.2,1864,1654,2712,4741,0,552,397,1237,1237,1765,1062,0,1282
14,1,0,8,1000000,1363009,545.9,1866,1666,2756,4846,0,531,541,976,976,1901,1133,0,0
15,1,0,8,1000000,1341911,537.5,1879,1689,2779,4824,0,513,425,1007,1007,1924,1118,0,1389
16,1,0,8,1000000,1336700,535.4,1870,1678,2765,4831,0,652,780,1203,1203,1677,1064,0,0
