NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
24,2,1,4,3000000,11.260569,14.590020,18.480693,21.885031,24.803035
25,2,1,4,3000000,12.898546,10.504815,23.344033,46.688065,47.271666
27,2,1,4,3000000,12.474926,12.644684,21.885031,29.180041,33.557047
28,2,1,4,3000000,14.853336,14.590020,27.234705,32.098045,36.475051
30,2,1,4,3000000,17.547418,17.508025,29.180041,58.360082,61.278086
31,2,1,4,3000000,15.353488,16.049022,29.180041,37.934053,37.934053
32,2,1,4,3000000,14.310468,14.590020,23.344033,40.268456,44.499562
34,2,1,4,3000000,17.992646,17.508025,29.180041,52.524074,52.524074
35,2,1,4,3000000,18.505500,17.508025,35.016049,52.524074,55.442078
36,2,1,4,3000000,16.888071,14.590020,37.934053,58.360082,58.360082
37,2,1,4,3000000,17.457496,15.319521,32.098045,46.688065,46.688065
38,2,1,4,3000000,19.821054,16.049022,43.040560,52.524074,58.360082
39,2,1,4,3000000,17.867674,17.508025,35.016049,49.606069,52.524074
40,2,1,4,3000000,18.503139,20.426029,33.070713,43.770061,51.551406
