NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
29,2,5,1,3000000,3.710067,2.918004,3.647505,16.049022,20.426029
30,2,5,1,3000000,4.241251,2.918004,8.754012,20.426029,23.344033
31,2,5,2,3000000,4.418988,2.918004,8.754012,23.344033,25.094835
32,2,5,2,3000000,3.990371,2.918004,8.024511,17.508025,23.344033
33,2,5,4,3000000,5.867606,2.918004,18.967027,40.852057,49.606069
34,2,5,4,3000000,5.833359,2.918004,18.480693,36.475051,40.852057
35,2,5,8,3000000,11.738711,7.295010,35.016049,49.606069,70.032098
36,2,5,8,3000000,12.371782,3.647505,36.961385,59.089583,96.294135
37,2,5,10,3000000,12.718199,7.781344,40.852057,64.196090,78.786110
38,2,5,10,3000000,11.628942,7.295010,37.934053,53.983076,62.737088
