NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
29,2,1,1,3000000,8.995411,9.483513,14.590020,20.426029,23.344033
30,2,1,1,3000000,8.215102,8.754012,12.644684,17.508025,17.508025
31,2,1,2,3000000,10.092419,11.672016,15.562688,23.344033,23.344033
32,2,1,2,3000000,9.849960,8.754012,17.508025,23.344033,23.344033
33,2,1,4,3000000,15.814241,15.562688,29.180041,46.688065,49.606069
34,2,1,4,3000000,17.443294,18.480693,30.639043,32.098045,42.311059
35,2,1,8,3000000,11.245497,5.836008,27.429238,51.065071,81.704114
36,2,1,8,3000000,16.876412,5.836008,44.499562,67.114094,107.966151
37,2,1,10,3000000,12.320392,3.647505,35.745550,71.977434,105.048147
38,2,1,10,3000000,11.155596,3.647505,35.016049,49.606069,61.278086
