NO,compactor,node_id,thread,ops per thread,avg,p50,p90,p99,p999
1,0,3,8,1000000,9.502965,4.194631,30.760626,75.503356,81.795302
2,0,3,8,1000000,9.366782,4.194631,20.973154,71.308725,81.096197
3,0,3,16,1000000,15.265718,4.194631,64.597315,100.671141,109.060403
4,0,3,16,1000000,16.832849,4.194631,63.968121,81.795302,88.087248
5,0,3,32,1000000,31.779661,5.243289,71.308725,100.671141,109.060403
6,0,3,32,1000000,25.917270,5.033557,71.308725,90.184564,109.060403
7,0,3,48,1000000,34.102930,20.973154,75.503356,104.865772,113.255034
8,0,3,48,1000000,33.269196,16.778523,73.406040,92.281879,100.671141
9,1,3,8,1000000,9.700164,4.194631,37.751678,50.335570,58.724832
10,1,3,8,1000000,7.921730,4.194631,12.583893,47.189597,54.530201
11,1,3,16,1000000,18.167861,4.194631,66.065436,78.299776,81.096197
12,1,3,16,1000000,14.043667,4.194631,62.919463,85.290828,100.671141
13,1,3,32,1000000,22.213959,5.243289,67.114094,100.671141,121.644295
14,1,3,32,1000000,21.019523,5.033557,72.357383,86.689038,100.671141
15,1,3,48,1000000,24.075634,8.389262,69.910515,117.449664,125.838926
16,1,3,48,1000000,22.854892,8.389262,69.211409,85.989933,98.573826
